Company Name,ISO Country Code,Country,City,Address,NACE Rev. 2 Code principal,"NACE Principal Rev. 2, description",Sector,Main activity,Description in Original language,Description in English,Website,Operating result [=EBIT] mEUR 2021,Operating result [=EBIT] mEUR 2020,Operating result [=EBIT] mEUR 2019,Turnover mEUR 2021,Turnover mEUR 2020,Turnover mEUR 2019,Availability of financial data,2 years of consecutive losses,Average loss over 3 years,Additional Websites,Meta Title,Meta Description,Meta Keywords,Additional Meta Title,Additional Meta Description,Additional Meta Keywords,Translated Meta Title,Translated Meta Description,Translated Additional Meta Title,Translated Additional Meta Description
MALALAN D.O.O.,HR,Croatie,ZAGREB,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,,,malalan.si,2,1,1,7,5,5,YES,NO,NO,,Malalan Ljubljana - Vaše sanje kujemo v večnost,"Malalan zastopa vrsto pozorno izbranih imen iz sveta visokega urarstva in draguljarstva. Odkrijte Rolex, Cartier, Breitling, Tudor, IWC, Zenith, Nomos, Pomellato, Dodo, Marco Bicego, Fope, Pasquale Bruni in mnoge druge.","malalan, malalan ljubljana, draguljarna malalan, zlatarna malalan, malalan mladi, zlatarstvo malalan, diamanti, zlatar ljubljana",,,,Malalan Ljubljana - Your Dreams we cook in eternity,"Malalan represents a number of carefully selected names from the world of high watches and jewelry. Discover Rolex, Cartier, Breitling, Tudor, IWC, Zenith, Nomos, Pomellato, Dodo, Marco Bicego, Fope, Pasquale Bruni and many others.",,
SHOE HOUSE OY,FI,Finlande,PIRKKALA,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,"Yhtiön toimialana on sijoitus-, kehitys- ja rahoitusyhtiönä toimiminen, toimisto- ja hallinnollisten palveluiden tuottaminen, vuokraus, välitys ja kauppa sekä liikkeenjohdon, sijoitustoiminnan, hallinnon ja markkinoinnin koulutus ja konsultointi, kiinteistöjen, asunto-, kiinteistö-, loma- ja peliosakkeiden, osuuksien ja oikeuksien omistaminen, hallinnointi, osto, myynti ja vuokraus, arvopaperikauppa, isännöintitoiminta, kiinteistö- ja siivouspalvelutoiminta, päivittäistavaroiden kauppa, vienti ja tuonti, tilitoimistotoiminta, kuljetuspalvelut, vaatteiden ja tekstiilien, kodin käyttötavaroiden, tietotekniikan, oheislaitteiden, ohjelmistojen ja tarvikkeiden osto, myynti, vuokraus, maahantuonti ja vienti sekä alaan kuuluva konsultointi, mietojen alkoholijuomien ja oluiden maahantuonti ja vienti sekä kauppa, ravintolatoiminta, vapaa-ajan tavaroiden vienti, tuonti, vuokraus, osto ja myynti, autojen osto, myynti, vuokraus, tuonti ja vienti. Lisäksi yhtiön toimialaan kuuluu kenkä- ja vaatetavaroiden maahantuonti, tukku- ja vähittäismyynti, huolinta sekä tavaramerkkien rakentaminen, kenkä- ja vaatealan sekä muiden alojen franchising-toiminnan ja ketjukonseptien kehittäminen, tuotteistaminen, myyminen sekä liiketoiminnan käynnistäminen ja toiminnan ylläpitäminen. Toimialana on lisäksi franchising- sekä ketjutoiminnan ja vähittäiskaupan alan konsultointi ja koulutustoiminta.","Yhtion toimialana on sijoitus-, kehitys- ja rahoitusyhtiona toimiminen, toimisto- ja hallinnollisten palveluiden tuottaminen, vuokraus, valitys ja kauppa seka liikkeenjohdon, sijoitustoiminnan, hallinnon ja markkinoinnin koulutus ja konsultointi, kiinteistojen, asunto-, kiinteisto-, loma- ja peliosakkeiden, osuuksien ja oikeuksien omistaminen, hallinnointi, osto, myynti ja vuokraus, arvopaperikauppa, isannointitoiminta, kiinteisto- ja siivouspalvelutoiminta, paivittaistavaroiden kauppa, vienti ja tuonti, tilitoimistotoiminta, kuljetuspalvelut, vaatteiden ja tekstiilien, kodin kayttotavaroiden, tietotekniikan, oheislaitteiden, ohjelmistojen ja tarvikkeiden osto, myynti, vuokraus, maahantuonti ja vienti seka alaan kuuluva konsultointi, mietojen alkoholijuomien ja oluiden maahantuonti ja vienti seka kauppa, ravintolatoiminta, vapaa-ajan tavaroiden vienti, tuonti, vuokraus, osto ja myynti, autojen osto, myynti, vuokraus, tuonti ja vienti. Lisaksi yhtion toimialaan kuuluu kenka- ja vaatetavaroiden maahantuonti, tukku- ja vahittaismyynti, huolinta seka tavaramerkkien rakentaminen, kenka- ja vaatealan seka muiden alojen franchising-toiminnan ja ketjukonseptien kehittaminen, tuotteistaminen, myyminen seka liiketoiminnan kaynnistaminen ja toiminnan yllapitaminen. Toimialana on lisaksi franchising- seka ketjutoiminnan ja vahittaiskaupan alan konsultointi ja koulutustoiminta.",www.clickshoes.fi,1,0,0,7,5,6,YES,NO,NO,veska.fi,Click Shoes kenkäliike - Suomalainen kenkäkauppa netissä,Click Shoes-kenkäliike löytyy nyt myös netistä. Monipuolinen ja kattava valikoima sekä nopeat toimitukset. Suomalainen kenkäkauppa verkossa.,,Etusivu - Kauppakeskus Veska,"Kauppakeskus Veska on Pirkkalassa sijaitseva ostoskeskus, jonne on helppo ja nopea tulla myös ympäristökunnista.",,Click Shoes Shoe Shop - Finnish Shoe Shop Online,The Click Shoes shoe shop is now also available online. Versatile and comprehensive selection and fast deliveries. Finnish shoe store online.,Home - Shopping Center Veska,"Veska Shopping Center is a shopping center in Pirkkala, which is easy and quick to come from the surrounding municipalities."
PASS COMPANY S.R.L. (CON SIGLA: PASS S.R.L. ),IT,Italie,MONTAGNANA,VIA DELL'INDUSTRIA 1/2,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the operation and management of a family clothing store,Retail,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,Engaged in the operation and management of a family clothing store [source: Bureau van Dijk],www.galantemontagnana.it,0,0,0,7,6,7,YES,NO,YES,,Galante Montagnana - Manutenzione,,,,,,Galante Montagnana - Maintenance,,,
LUIGI VERGA OROLOGI & C. SRL,IT,Italie,MILANO,LARGO SETTIMIO SEVERO 2,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in providing repair and maintenance of watches and other personal goods,Services,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,Engaged in providing repair and maintenance of watches and other personal goods [source: Bureau van Dijk],www.vergaorologi.it,1,0,0,7,5,7,YES,NO,NO,,"Rivenditore autorizzato Rolex e Tudor, Milano - Luigi Verga Orologi","Luigi Verga Orologi, Corso Vercelli, 19, Milano, Italia. Il nostro punto vendita propone una vasta selezione di prestigiosi marchi di orologeria. Concessionario ufficiale Rolex. Propone altri prestigiosi marchi come Panerai, Tudor, Pomellato, Baume & Mercier, Montblanc, Longines, Frederique Constant, Scatola del Tempo.",,,,,"Rolex and Tudor authorized dealer, Milan - Luigi Verga Watches","Luigi Verga Clocks, Corso Vercelli, 19, Milan, Italy. Our store offers a vast selection of prestigious watchmaking brands. Official rolex dealer. It offers other prestigious brands such as Panerai, Tudor, Pomellato, Baume & Mercier, Montblanc, Longines, Frederique Constant, time box.",,
PICCINI UGO E FIGLIO - S.P.A.,IT,Italie,FIRENZE,VIA POR SANTA MARIA 9 R-11 R,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,,www.ugopiccini.it,1,0,0,7,6,5,YES,NO,NO,,Home - Gioielleria Ugo Piccini,"A due passi da Ponte Vecchio, la storica gioielleria offre orologi e gioielli dei brand più prestigiosi e un centro di assistenza autorizzato.",,,,,Home - Ugo Piccini jewelry,"A stone's throw from Ponte Vecchio, the historic jewelry offers watches and jewels of the most prestigious brands and an authorized service center.",,
UNO-NK,ME,Monténégro,NIKSIC,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,"Engaged in the operation of a chain of shoe stores; Involved in the retail trade of footwear for men, women and children",Retail,,Retail sale of footwear and leather goods in specialised stores,,1,0,0,7,7,9,YES,NO,NO,,,,,,,,,,,
MARDI SAS,FR,France,ANDREZIEUX BOUTHEON,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,Vente au détail de maroquinerie et accessoires.,,www.dalery.com,0,0,0,7,6,8,YES,NO,NO,,Site officiel - DALERY maroquinier,,,,,,Official website - Dalery Maroquinier,,,
TIGER STORES SPAIN 5 SL.,ES,Espagne,BILBAO,,4751,Commerce de détail de textiles en magasin spécialisé,,,"COMERCIALIZACION EN SU MAS AMPLIA ACEPCION DE LOS SIGUIENTES PRODUCTOS: COMERCIO AL POR MAYOR Y POR MENOR DE PRODUCTOS PARA EL EQUIPAMIENTO, MANTENIMIENTO Y FUNCIONAMIENTO DEL HOGAR, PORCELANA, CRISTALERIA, ETC",,www.tiger-stores.es,1,1,1,7,7,8,YES,NO,NO,,,,,,,,,,,
NORON EHF.,IS,Islande,REYKJAVIK,,4771,Commerce de détail d'habillement en magasin spécialisé,,,"Tilgangur félagsins er rekstur á fataverslun á Íslandi, lánastarfsemi, rekstur fasteigna og skyldur atvinnurekstur.",Retail sale of clothing (execpt children's clothing) in specialised stores.,,0,0,0,7,5,5,YES,YES,,,,,,,,,,,,
SALAMANDER HUNGARIA KERESKEDELMI KORLATOLT FELELOSSEGU TARSASAG,HU,Hongrie,BUDAPEST,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the wholesale distribution of clothing and footwear products,Wholesale,,Engaged in the wholesale distribution of clothing and footwear products [source: Bureau van Dijk],www.salamander.hu,-1,-1,0,7,6,10,YES,YES,,,Salamander Stores,,,,,,Salamander Stores,,,
OTTODISANPIETRO SA,ES,Espagne,A CORUNA,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of clothing and accessories in Spain,Retail,"Comercio al por menor de prendas de vestir,complementos y calzado de señora y caballero.",Engaged in the retail sale of clothing and accessories in Spain [source: Bureau van Dijk],www.ottodisanpietro.com,1,1,0,7,7,7,YES,NO,NO,,OTTODISANPIETRO | Luxury Fashion & Designer Clothes,"OTTODISANPIETRO | Luxury Fashion & Designer Clothes . Shop a curated selection of the world's leading fashion luxury brands for men and women such as Gucci, Prada, Saint Laurent, The Row, Loewe, Valentino, Jacquemus and Miu Miu, among others. A reference in luxury retail, with a global outlook and exclusive tailored customer service.",,,,,OTTODISANPIETRO | Luxury Fashion & Designer Clothes,"OTTODISANPIETRO | Luxury Fashion & Designer Clothes . Shop a curated selection of the world's leading fashion luxury brands for men and women such as Gucci, Prada, Saint Laurent, The Row, Loewe, Valentino, Jacquemus and Miu Miu, among others. A reference in luxury retail, with a global outlook and exclusive tailored customer service.",,
GULBA TEKSTIL INSAAT MADEN TURIZM GIDA REKLAM SANAYI VE TICARET ANONIM SIRKETI,TR,Turquie,MERKEZ,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of outerwear and other related products,Retail,,Subject is involved in retail trade of outerwear.,www.kasaba.com.tr,0,0,0,7,8,14,YES,NO,NO,,Kasaba,KASABA,Kasaba.com.tr,,,,cassava,cassava,,
SOCIETE NANTAISE DE BIJOUTERIE,FR,France,NANTES,BP 1231,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Primarily engaged in the retail sale of jewelry, watches, precious stones, and precious metals",Retail,"Fabrication, vente au detail d'horlogerie, bijouterie, joaillerie, orfevrerie, cadeaux","Primarily engaged in the retail sale of jewelry, watches, precious stones, and precious metals [source: Bureau van Dijk]",,1,0,0,7,6,6,YES,NO,NO,,,,,,,,,,,
MOVEM & CO,RS,Serbie,BEOGRAD (NOVI BEOGRAD),,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail distribution of clothing for men and women,Retail,,Retail sale of clothing in specialised stores,www.movem.rs,1,0,0,7,5,5,YES,NO,NO,,Movem Fashion Shop,"Oficijelni franšizni partner HUGO BOSS AG.Premijum brendovi za muškarce i žene na jednom mestu. HUGO BOSS, Canali, Corneliani, Tumi, Peuterey, Eleventy, Incotex, Fedeli.","Movem Fashion,  Multibrend,  Canali,  Trussardi,  Jeans Armani,  AJ,  Zegna Joop,  Hugo Boss,  Snizenje,   Nova kolekcija jesen zima 2017,  odeca,  obuca,  aksesoar muska odela,  zenska odela,  haljine,  cipele,  kosulje,  pantalone,  farmerke,  bermude,  pantalone",,,,Movem Fashion Shop,"Official Franchise Partner Hugo Boss Ag.Premium brands for men and women in one place. Hugo Boss, Canali, Corneliani, Tumi, Peutery, Eleventy, Incotex, Fedeli.",,
L'ANGOLO DELLE ORE S.R.L.,IT,Italie,MEDE,CORSO CAMILLO BENSO DI CAVOUR 1,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,,www.angolodelleore.com,1,1,0,7,6,7,YES,NO,NO,,,,,,,,,,,
ESPANSIONE SOCIETA' A RESPONSABILITA' LIMITATA,IT,Italie,BARI,VIA PASQUALE FIORE 34,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI CALZATURE E ACCESSORI,,,0,0,0,7,5,6,YES,NO,NO,,,,,,,,,,,
S.C.A.R.ING.I. S.R.L.,IT,Italie,MISTERBIANCO,VIA CARLO MARX 174,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the operation and management of clothing stores,Retail,COMMERCIO AL DETTAGLIO DI CONFEZIONI PER ADULTI,Engaged in the operation and management of clothing stores [source: Bureau van Dijk],www.scaringi.it,0,0,0,7,6,9,YES,NO,NO,,Scaringi,,,,,,Scaringi,,,
ARIDON MOLDOVA SRL,RO,Roumanie,BUCURESTI SECTORUL 1,,4771,Commerce de détail d'habillement en magasin spécialisé,,,,,,1,-1,0,7,5,7,YES,NO,NO,,,,,,,,,,,
PROJECT DISTRIBUTION,BE,Belgique,BRUXELLES,BOLLINCKXSTRAAT 254 B.1,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the wholesale distribution of the finest skateboarding products,Wholesale,,Engaged in the wholesale distribution of the finest skateboarding products [source: Bureau van Dijk],www.projectdistribution.com,1,0,0,7,5,5,YES,NO,NO,,Project Distribution,,,,,,Project Distribution,,,
TORGOVYI DOM ORBI,RU,Fédération de Russie,KOSTROMA,,4771,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the wholesale of clothing, including underwear, and footwear",Wholesale,,"Engaged in the wholesale of clothing, including underwear, and footwear [source: Bureau van Dijk]",orby.ru,0,0,0,7,6,9,YES,NO,NO,,"Каталог детской и подростковой одежды и аксессуаров | Качественная, брендовая одежда для детей от российского производителя","В каталоге Orby представлены модная одежда для подростков и детей, а также школьная форма. Создано вместе с тобой! Так российский производитель обращается к новому поколению, помогая им выразить свою индивидуальность в одежде.",,,,,"Catalog of children's and adolescence and accessories | High -quality, branded clothes for children from a Russian manufacturer","The Orby catalog presents fashionable clothes for adolescents and children, as well as a school uniform. Created with you! So the Russian manufacturer turns to the new generation, helping them express their individuality in clothes.",,
VIKTORIYA,RU,Fédération de Russie,MOSCOW,"PROEZD KHLEBOZAVODSKII D. 7, STR. 9, E/POM/K/OF 8/XV/10A/10",4771,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the retail of clothing products and accessories, specialising in fur products",Retail,"??????? ??????? ??????, ???? ? ??????????? ????? ???? ????????? «????»","Engaged in the retail of clothing products and accessories, specialising in fur products [source: Bureau van Dijk]",alefmex.ru,0,0,0,7,6,13,YES,NO,NO,,е-ОСАГО блог – все об обязательном автостраховании,"Полезные статьи и новости об ОСАГО, отзывы о страховых компаниях. У нас можно проверить и восстановить КМБ, рассчитать цену ОСАГО онлайн.",,,,,e-axo blog-all about compulsory auto insurance,"Useful articles and news about OSAGO, reviews about insurance companies. We can check and restore the KMB, calculate the price of OSAGO online.",,
PARABITA S.A.,GR,Grèce,ATHENS,,4771,Commerce de détail d'habillement en magasin spécialisé,,,,"Imports and trade of women's wear, accessories, swimming suits, underwear and cosmetics (sales mainly via internet). Operation of a furnished villa",www.parabita.com,0,0,0,7,5,7,YES,NO,NO,,Γυναικεία ρούχα σε μεγάλα μεγέθη Parabita,"Το μεγαλύτερο online κατάστημα με γυναικεία ρούχα σε μεγάλα μεγέθη, στο parabita θα βρείτε μπλούζες, φορέματα, παντελόνια και πολλά άλλα.",,,,,Women's clothes in large sizes Parabita,"The largest online store with large -sized women's clothing, in Parabita you will find t -shirts, dresses, pants and more.",,
PAPRIKA FRANCE,FR,France,DOUAI,,4771,Commerce de détail d'habillement en magasin spécialisé,,,"La vente au détail de tous produits textiles, vêtements et chaussures, bijoux de fantaisie, tous articles de maroquinerie.",,www.cassis.be,0,-1,0,7,8,10,YES,YES,,,Paprika - Grote maten voor dames,Trendy en comfortabele kledij voor vrouwen van 42 tem 54. Eindelijk keuze voor vrouwen met een maatje meer !,,,,,Paprika - Big Sizes for Women,Trendy and comfortable clothing for women from 42 to 54. Finally choice for women with a size more!,,
ANDROMEDA SRL,IT,Italie,PONTEDERA,PIAZZA MARTIRI DELLA LIBERTA' 1,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,,www.casacapone.com,1,0,1,7,5,5,YES,NO,NO,,Sergio Capone – Gioielli e Orologi – I migliori brand di Orologeria,,,,,,Sergio Capone - Jewels and watches - the best watchmaking brands,,,
AMBROSIO OLBIA FLY SHOP S.R.L.,IT,Italie,OLBIA,CORSO UMBERTO I 175,4771,Commerce de détail d'habillement en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,,www.ambrosiolacorte.it,0,0,0,7,4,9,YES,NO,NO,,Gruppo Ambrosio La Corte Olbia,"Store del Gruppo Ambrosio La Corte a Olbia e Cagliari, abiti da sposa e sposo, cerimonia, casual, urban sempre in linea con le tendenze del mercato.",,,,,Ambrosio group La Corte Olbia,"Store of the Ambrosio group La Corte in Olbia and Cagliari, wedding and groom dresses, ceremony, casual, urban always in line with market trends.",,
