,Company Name,ISO Country Code,Country,City,Address,NACE Rev. 2 Code principal,"NACE Principal Rev. 2, description ",Sector,Main activity,Description in Original language,Description in English,Website,"Operating result [=EBIT]
mEUR 2021","Operating result [=EBIT]
mEUR 2020","Operating result [=EBIT]
mEUR 2019","Turnover
mEUR 2021","Turnover
mEUR 2020","Turnover
mEUR 2019",Availability of financial data,2 years of consecutive losses,Average loss over 3 years
432,QUATTRO STAGIONI - SOCIETA' A RESPONSABILITA' LIMITATA,IT,Italie,CESENA,VIA LUCIANO LAMA 51,4771,Commerce de détail d'habillement en magasin spécialisé,"Retail trade of personal linen, knitwear and hosiery",Retail,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,"Retail trade of personal linen, knitwear and hosiery [source: Bureau van Dijk]",www.quattrostagioniabbigliamento.it,0,0,0,5,5,5,YES,NO,NO
433,ROSSOTOSCANA SOCIETA' A RESPONSABILITA' LIMITATA,IT,Italie,CRESPINA LORENZANA,VIA GALILEO GALILEI 9/11,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI ARTICOLI DI PELLETTERIA E DA VIAGGIO,,www.tuscanyleather.it,1,0,0,5,5,5,YES,NO,NO
434,BRUXELLES ACHATS D OR,BE,Belgique,BRUXELLES,CHARLEROISE STEENWEG 63,4615,"Intermédiaires du commerce en meubles, articles de ménage et quincaillerie",,,,,www.sellgold.be,0,0,0,5,6,6,YES,NO,NO
435,HT SKIT POLAND SP. Z O.O.,PL,Pologne,BIERUN,,4771,Commerce de détail d'habillement en magasin spécialisé,,,,,www.htskitpoland.com.pl,0,0,0,5,4,5,YES,YES,
436,SEVDA IMPEX SRL,RO,Roumanie,CONSTANTA,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the wholesale distribution of furniture and home furnishings,Wholesale,,Engaged in the wholesale distribution of furniture and home furnishings [source: Bureau van Dijk],www.sevda.ro,0,0,1,5,5,6,YES,NO,NO
437,FASHION PEOPLE SL,ES,Espagne,MARBELLA,,4771,Commerce de détail d'habillement en magasin spécialisé,,,"Venta al menor de prendas de vestir y complementos de firma, de señora y caballero.",,missslorganization.net,0,0,0,5,4,4,YES,NO,NO
438,SPY STAFF S.R.L.,IT,Italie,POZZUOLI,CORSO GIUSEPPE GARIBALDI 40/44,4771,Commerce de détail d'habillement en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI CONFEZIONI PER BAMBINI E NEONATI,,,0,0,0,5,4,5,YES,NO,NO
439,AKTSIONERNOE OBSHCHESTVO TORGOVYI DOM ALMAZ-KHOLDING,RU,Fédération de Russie,MOSCOW,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,,,almazholding.ru,1,1,1,5,4,6,YES,NO,NO
440,MEGACALZADO PAMPLONA SL,ES,Espagne,ORKOIEN,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the wholesale and retail distribution of footwear for all ages,Wholesale; Retail,Comercio al por menor de calzado de todo tipo.,Engaged in the wholesale and retail distribution of footwear for all ages [source: Bureau van Dijk],www.megacalzado.com,0,0,0,5,4,6,YES,NO,NO
441,BANANA BENZ S.R.L.,IT,Italie,BARI,CORSO CAMILLO BENSO CONTE DI CAVOUR 45,4771,Commerce de détail d'habillement en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI CONFEZIONI PER ADULTI,,"www.bananabenz.it
hoteloceano.it",0,0,0,5,4,5,YES,NO,YES
442,HIJOS DE FRANCISCO LOPEZ SANTA CRUZ SA,ES,Espagne,LAS PALMAS DE GRAN CANARIA,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,"Engaged in the operation of a chain of shoe stores; Involved in the retail trade of footwear for men, women and children",Retail,"Venta al menor de calzados, complementos y textil.","Engaged in the operation of a chain of shoe stores; Involved in the retail trade of footwear for men, women and children [source: Bureau van Dijk]","www.buylopez.es
www.grupolopez.es",0,-1,0,5,5,10,YES,NO,YES
443,BEABA,FR,France,FLERS,,4771,Commerce de détail d'habillement en magasin spécialisé,,,,,,0,0,0,5,4,4,YES,NO,NO
444,LITTLE KINGS SL,ES,Espagne,ANDUJAR,,4771,Commerce de détail d'habillement en magasin spécialisé,,,Comercio al por menor de ropa de bebé.,,www.littlekings.es,0,0,0,5,5,7,YES,NO,NO
445,VIOSIM IMPEX JUNIOR SRL,RO,Roumanie,IASI,,4771,Commerce de détail d'habillement en magasin spécialisé,,,,,,1,1,0,5,5,4,YES,NO,NO
446,OSMOTEX OY,FI,Finlande,PIEKSAMAKI,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail distribution of knitted and crocheted apparel,Retail,"Yhtiön toimialana on tekstiili- ja vaatetavaroiden, jalkineiden, elektroniikka-, lahja-, urheilu- ja tavaratalotuotteiden valmistus, vähittäis- ja tukkukauppa sekä tuonti- ja vientiagentuurien hoitaminen, arvopapereiden, kiinteistöjen, taide-esineiden ostaminen, omistaminen, myyminen ja välittäminen sekä yritysten, autojen ja työkoneiden ja niihin kuuluvien laitteiden osto, saneeraus, omistaminen, myynti ja vuokraus sekä muu laillinen liiketoiminta.","Yhtion toimialana on tekstiili- ja vaatetavaroiden, jalkineiden, elektroniikka-, lahja-, urheilu- ja tavaratalotuotteiden valmistus, vahittais- ja tukkukauppa seka tuonti- ja vientiagentuurien hoitaminen, arvopapereiden, kiinteistojen, taide-esineiden ostaminen, omistaminen, myyminen ja valittaminen seka yritysten, autojen ja tyokoneiden ja niihin kuuluvien laitteiden osto, saneeraus, omistaminen, myynti ja vuokraus seka muu laillinen liiketoiminta.","www.osmotex.com
osmotex.com",0,0,0,5,5,5,YES,YES,
447,JORDANS EOOD,BG,Bulgarie,PLOVDIV,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the retail distribution of footwear,Retail,,Engaged in the retail distribution of footwear [source: Bureau van Dijk],www.paolobotticelli.com,0,0,0,5,4,7,YES,NO,NO
448,MOTORRAD BOEGEL GMBH,DE,Allemagne,IBBENBUEREN,,4771,Commerce de détail d'habillement en magasin spécialisé,,,"Eingetragener Gegenstand:
Einzelhandel mit Motorrädern und sonstigen Zweirädern einschließlich Zubehör, eine Reparaturwerkstatt ist angeschlossen. BMW und Suzuki Motorrad-Vertretung, Zusammenarbeit mit SUZUKI Motorrad und Rollermarken Kymco und Vertragshändler von Benelli und Zero",,www.motorrad-boegel.de,n.d.,n.d.,n.d.,5,5,6,NO,NO,#DIV/0!
449,"MACHADO - JOALHEIRO, S.A.",PT,Portugal,PORTO,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Engaged in the retail sale of jewelry, watches, precious stones, and precious metals",Retail,Retalhista de artigos de ourivesaria - 100%,"Engaged in the retail sale of jewelry, watches, precious stones, and precious metals [source: Bureau van Dijk]",www.machadojoalheiro.com,0,0,0,5,5,8,YES,NO,NO
450,DEPURTAT SRL,RO,Roumanie,BUCURESTI SECTORUL 3,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,,,www.depurtat.ro,0,0,0,5,4,4,YES,NO,NO
451,MODEHAUS COHAUSZ GMBH,DE,Allemagne,BORKEN,,4771,Commerce de détail d'habillement en magasin spécialisé,,,"Eingetragener Gegenstand:
Handel mit Textilien u. Wäsche aller Art. Verkaufsfläche ca. 2.000 qm.",,www.mode-cohausz.de,n.d.,n.d.,n.d.,5,4,5,NO,NO,#DIV/0!
452,FERRACIN S.R.L.,IT,Italie,REFRONTOLO,VIA CREVADA 15,4751,Commerce de détail de textiles en magasin spécialisé,Engaged in the retail trade of clothing apparels,Retail,"COMMERCIO AL DETTAGLIO DI TESSUTI PER L'ABBIGLIAMENTO, L'ARREDAMEN E DI BIANCHERIA PER LA CASA",Engaged in the retail trade of clothing apparels [source: Bureau van Dijk],www.ferracinabbigliamento.it,0,0,0,5,4,6,YES,NO,NO
453,IDRISI UOMO SL,ES,Espagne,BILBAO,,4771,Commerce de détail d'habillement en magasin spécialisé,,,"Venta al por menor de ropa, accesorios y zapatos de hombre y mujer.",,,0,0,0,5,4,4,YES,NO,NO
454,SAVANNAH EMILIA AB,SE,Suède,STOCKHOLM,BIRGER JARLSGATAN 1  BV,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,Bolaget skall bedriva försäljning av skor och väskor samt därmedförenlig verksamhet.,Bolaget skall bedriva forsaljning av skor och vaskor samt darmedforenlig verksamhet.,eu.savannahs.com,0,0,0,5,4,4,YES,NO,NO
455,MODA'S SRL,IT,Italie,POSSAGNO,VIA SCHIAVONESCA MAROSTICANA 14,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the sale of apparel for men and women,Retail,COMMERCIO AL DETTAGLIO DI CALZATURE E ACCESSORI,Engaged in the sale of apparel for men and women [source: Bureau van Dijk],www.modasboutique.com,0,0,0,5,5,4,YES,NO,NO
456,ROMERO SRL,RO,Roumanie,GALATI,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,,,www.torneriaromero.it,0,0,0,5,4,5,YES,NO,NO
457,"M.J.J.S. - COMERCIO DE VESTUARIO, S.A.",PT,Portugal,PEREIRA,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail distribution of a wide range of clothing for women,Retail,Comércio de vestuário de senhora e acessórios de moda - 100%,Engaged in the retail distribution of a wide range of clothing for women [source: Bureau van Dijk],"www.flordamoda.pt
www.temperaturaanasousa.com/pt/ana-sousa_201.html",-1,-1,-1,5,4,8,YES,YES,
458,MARROCU RUDY S.R.L.,IT,Italie,TORINO,VIA VENTI SETTEMBRE 14,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,,www.compro-oro-usato.biz,0,0,0,5,7,6,YES,NO,NO
459,LEDER & SCHUH D.O.O.,HR,Croatie,ZAGREB,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the retail sale of footwear and leather goods,Retail,,buying and goods;performance of commercial mediation in domestic and international market purchases and sales of goods;Brands:;Corti;Dominici;Humanic;Jello;Shoe 4 you;The commercial activity started in 2009.,www.lsag.com,0,-1,0,5,5,6,YES,YES,
460,GIOIELLERIA DELFINO S.R.L.,IT,Italie,SAVONA,VIA LUIGI CORSI 7/R,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,,"www.delfinogioielli.com
www.gioielleriadelfino.com",0,0,0,5,4,5,YES,NO,NO
461,LERVIK UR AS,NO,Norvège,HAUGESUND,POSTBOKS 209,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,"URMAKERFORRETNING OG ANNEN HANDELSVIRKSOMHET, SAMT IMPORT OG EKSPORT.",,www.lervikur.no,0,0,0,5,4,4,YES,NO,NO
462,JAN Y ALEX SL,ES,Espagne,BARCELONA,,4771,Commerce de détail d'habillement en magasin spécialisé,,,Comercio al por menor de toda clase de prendas de vestido y tocado de señora,,www.nkn.es,0,0,0,5,4,6,YES,NO,NO
463,HOBB'S S.R.L.,IT,Italie,VILLA DEL CONTE,VIA ROMA 4,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI CALZATURE E ACCESSORI,,"www.hobbsgroup.it
www.h-brands.com",0,0,0,5,4,5,YES,NO,NO
464,AKSIOM,RU,Fédération de Russie,NOVOSIBIRSK,"PR-KT DIMITROVA D. 1, OFFICE 5",4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail trade of grocery products,Retail,,Engaged in the retail trade of grocery products [source: Bureau van Dijk],www.avsu.ru,1,1,1,5,5,5,YES,NO,NO
465,SOCIETE PARISIENNE SOILAINE,FR,France,PARIS,,4751,Commerce de détail de textiles en magasin spécialisé,Engaged in the retail sale of textiles and fabrics in Paris,Retail,,Engaged in the retail sale of textiles and fabrics in Paris [source: Bureau van Dijk],www.tissus-reine.com,1,0,1,5,5,6,YES,NO,NO
466,CONSORZIO PUNTO SCARPE,IT,Italie,SONA,VIA DON GIOVANNI BOSCO 8,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI CALZATURE E ACCESSORI,,www.puntoscarpe.it,0,0,0,5,4,6,YES,NO,NO
467,DEKORUS,RU,Fédération de Russie,MOSCOW,,4751,Commerce de détail de textiles en magasin spécialisé,Engaged in the management and operation of furniture stores,Wholesale; Retail,,Engaged in the management and operation of furniture stores [source: Bureau van Dijk],www.dekorus.waw.pl,0,0,0,5,4,5,YES,NO,NO
468,CARMEN Y LOLI HERMO SL,ES,Espagne,NOIA,,4771,Commerce de détail d'habillement en magasin spécialisé,,,"Comercialización al por menor de prendas de vestir y complementos de señora, infantil y caballero.",,www.lolitamoda.com,0,0,0,5,4,5,YES,NO,NO
469,A. PEZZOLI - SOCIETA' PER AZIONI,IT,Italie,GAZZANIGA,VIA SALICI 61,4751,Commerce de détail de textiles en magasin spécialisé,,,"COMMERCIO AL DETTAGLIO DI TESSUTI PER L'ABBIGLIAMENTO, L'ARREDAMEN E DI BIANCHERIA PER LA CASA",,"www.pezzolishop.com
www.ricamificiopezzoli.it",0,0,0,5,4,4,YES,NO,NO
470,BFC SRL,IT,Italie,GAZZO,VIA CAMPANELLO 61,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the sale of clothing and accessories,Wholesale; Services,DETTAGLIO MAGLIERIA,Engaged in the sale of clothing and accessories [source: Bureau van Dijk],"www.ducadisangiusto.it
bfcweb.it",0,0,0,5,4,5,YES,NO,NO
471,FRADE ROPA DE TRABAJO SL,ES,Espagne,ALCORCON,,4771,Commerce de détail d'habillement en magasin spécialisé,,,Comercio al por menor de ropa laboral,,www.fraderopadetrabajo.es,0,0,0,5,4,4,YES,NO,NO
472,30GRADI S.R.L.,IT,Italie,ROMA,VIA DEI MONTI DELLA FARNESINA 79,4771,Commerce de détail d'habillement en magasin spécialisé,Operates as a clothing store,Retail,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,Operates as a clothing store [source: Bureau van Dijk],"www.museumtheoriginal.com
www.italianrugbystyle.it",0,0,1,5,7,6,YES,NO,NO
473,INCATASCIATO GROUP S.R.L.,IT,Italie,MISTERBIANCO,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the operation of a chain of family clothing stores,Retail,COMMERCIO AL DETTAGLIO DI CONFEZIONI PER ADULTI,Engaged in the operation of a chain of family clothing stores [source: Bureau van Dijk],,0,0,0,5,4,8,YES,YES,
474,SMART ORIGINAL OY,FI,Finlande,VANTAA,,4771,Commerce de détail d'habillement en magasin spécialisé,,,"Yhtiön toimialana on pukimien, asusteiden, työvaatteiden, työjalkineiden, työsuojelutarvikkeiden, kankaiden ja laukkujen vähittäis- ja tukkukauppa, tuonti, vienti sekä agentuuritoiminta. Yhtiö voi toimintaansa varten omistaa ja hallita kiinteistöjä ja arvopapereita sekä käydä arvopaperikauppaa.","Yhtion toimialana on pukimien, asusteiden, tyovaatteiden, tyojalkineiden, tyosuojelutarvikkeiden, kankaiden ja laukkujen vahittais- ja tukkukauppa, tuonti, vienti seka agentuuritoiminta. Yhtio voi toimintaansa varten omistaa ja hallita kiinteistoja ja arvopapereita seka kayda arvopaperikauppaa.",www.smartoriginal.fi,0,0,0,5,4,5,YES,YES,
475,RISCHIO S.R.L.,IT,Italie,LATISANA,VIA LOVADINA 49,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail distribution of ready-made clothing,Retail,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,Engaged in the retail distribution of ready-made clothing [source: Bureau van Dijk],www.risskio.it,0,-1,0,4,4,11,YES,YES,
476,MARMON SPORTS,FR,France,AUBERVILLIERS,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail trade of sporting goods and equipment,Retail,Articles de sports et de camping,Engaged in the retail trade of sporting goods and equipment [source: Bureau van Dijk],marmonsports.com,0,0,0,4,5,6,YES,NO,NO
477,STAR SILVER S.R.O.,SK,Slovaquie,BRATISLAVA,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,,,klenotytrend.sk,1,1,1,4,5,6,YES,NO,NO
478,AUZMENDI SA,ES,Espagne,DONOSTIA/SAN SEBASTIAN,,4771,Commerce de détail d'habillement en magasin spécialisé,,,"Comercialización de calzados,complementos y prendas textiles.",Fashion mens' clothing retailer ; Online mens' clothing retailer ; Online womens' clothing retailer ; Fashion women's clothing retailer ; Online fashion clothing accessories retailer ; Fashion clothing accessories retailer [source: Bureau van Dijk],www.auzmendi.com,0,0,0,4,4,5,YES,NO,NO
479,"CARVALHO, NOGUEIRA & BARBOSA, LDA",PT,Portugal,LISBOA,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,Retalhista de artigos de ourivesaria e relojoaria - 100%,,www.ourivesaria-portugal.pt,0,0,1,4,5,6,YES,NO,NO
480,SCUDERI SPORT S.R.L.,IT,Italie,MONTEROTONDO,VIA PALOMBARESE 203/205,4771,Commerce de détail d'habillement en magasin spécialisé,,,DETTAGLIO DI ABBIGLIAMENTO ED ARTICOLI SPORTIVI,,www.scuderistore.com,0,0,0,4,4,4,YES,NO,NO
481,KOTKAN GARDEROBI OY,FI,Finlande,KOTKA,,4771,Commerce de détail d'habillement en magasin spécialisé,,,"Vaatteiden vähittäiskauppa ja konsultointi. Yhtiö voi toimintansa puitteissa omistaa kiinteistöjä, asunto- ja muita osakkeita sekä muita arvopapereita.","Vaatteiden vahittaiskauppa ja konsultointi. Yhtio voi toimintansa puitteissa omistaa kiinteistoja, asunto- ja muita osakkeita seka muita arvopapereita.","www.vila.co
www.trio.fi",0,0,0,4,6,7,YES,NO,NO
482,MODA CENTER S.R.L.,IT,Italie,TREVIGNANO,VIA TREVISO 71,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail trade of wearing apparel and accessories,Retail,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,Engaged in the retail trade of wearing apparel and accessories [source: Bureau van Dijk],"www.puntoettore.it
www.modacenter.it",-2,-5,0,4,5,8,YES,YES,
483,BIJOUX BOUTIQUE,FR,France,STRASBOURG,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Operates as a retailer of miscellaneous shopping goods,Retail,"Achat, vente, commission, courtage, représentation, fabrication portant sur tous articles d'horlogerie, bijouterie, joaillerie, orfèvrerie, cadeau, importation, exportation, commerce intra-communautaire d'ouvrage en métaux précieux.",Operates as a retailer of miscellaneous shopping goods [source: Bureau van Dijk],www.boutiquesobijoux.com,1,1,0,4,5,5,YES,NO,NO
484,PRO RETAIL FINLAND OY,FI,Finlande,ESPOO,C/O KOTKAN TILIPALVELU OY KIRKKOKATU 18,4771,Commerce de détail d'habillement en magasin spécialisé,,,"Yhtiön toimialana on vaatteiden-, jalkineiden-, laukkujen-, muiden muotiin ja pukeutumiseen liittyvien tuotteiden ja oheistuotteiden, sekä sisustus- ja tekstiilituotteiden myynti, maahantuonti, markkinointi ja esittely. Yhtiö voi myös harjoittaa parturi- ja kampaamopalveluiden myyntiä, sekä muuta kauneudenhoito ja kosmetologisten palveluiden tarjoamista, tai alaan liittyvää toimintaa. Yhtiö voi omistaa koti- ja ulkomaisia osakkeita ja kiinteistöosakkeita, osuuksia ja oikeuksia, sekä käydä niillä kauppaa, ja harjoittaa vuokraustoimintaa.","Yhtion toimialana on vaatteiden-, jalkineiden-, laukkujen-, muiden muotiin ja pukeutumiseen liittyvien tuotteiden ja oheistuotteiden, seka sisustus- ja tekstiilituotteiden myynti, maahantuonti, markkinointi ja esittely. Yhtio voi myos harjoittaa parturi- ja kampaamopalveluiden myyntia, seka muuta kauneudenhoito ja kosmetologisten palveluiden tarjoamista, tai alaan liittyvaa toimintaa. Yhtio voi omistaa koti- ja ulkomaisia osakkeita ja kiinteistoosakkeita, osuuksia ja oikeuksia, seka kayda niilla kauppaa, ja harjoittaa vuokraustoimintaa.",www.isoomena.fi,0,0,0,4,4,5,YES,NO,NO
485,BIONDI S.R.L.,IT,Italie,VERCELLI,CORSO LIBERTA' 41,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Primarily engaged in the wholesale trade of jewelries, watches, precious stones and precious metals",Wholesale,GIOIELLERIE,"Primarily engaged in the wholesale trade of jewelries, watches, precious stones and precious metals [source: Bureau van Dijk]","www.biondigioielli.com
www.nautica-biondi.it",1,1,1,4,5,6,YES,NO,NO
486,ARI S.R.L.,IT,Italie,VARESE,VIA CAMILLO BENSO CONTE DI CAVOUR 39,4771,Commerce de détail d'habillement en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI CONFEZIONI PER ADULTI,,,1,1,0,4,6,6,YES,NO,NO
487,KEEPSEA SL.,ES,Espagne,GUARDAMAR DEL SEGURA,,4751,Commerce de détail de textiles en magasin spécialisé,,,Comercio al por menor de cortinas para el hogar,,www.cortinadecor.com,19,2,1,4,8,5,YES,NO,NO
